Form_ID,Form,Cognateset_ID,Alignment,Doubt,Cognate_detection_method,Cognate_source,Alignment_method,Alignment_source,Segment_slice
4364,tʰ uː ³³,777,tʰ uː - ³³,,expert,Hill2017,LingPy:SCA,,0:1
4365,tʰ a u ³¹,777,tʰ a u ³¹,,expert,Hill2017,LingPy:SCA,,0:1
4367,k a n ³⁵,779,k a n ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
5361,tʰ u ²²,777,tʰ u - ²²,,expert,Hill2017,LingPy:SCA,,0:1
4361,tʰ u ⁵⁵,777,tʰ u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7424,t u p,1376,t u p,,expert,Hill2017,LingPy:SCA,,0:1
4472,tʃʰ ə ⁵⁵,792,tʃʰ ə ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
4475,x j ɛ ³³,793,x j ɛ ³³,,expert,Hill2017,LingPy:SCA,,0:1
4476,tʃʰ ɛ ³¹,792,tʃʰ ɛ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
4478,x a i ⁵⁵,793,x a i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5559,tθ i ²²,791,tθ i - ²²,,expert,Hill2017,LingPy:SCA,,0:1
5560,d i ²²,791,d i - ²²,,expert,Hill2017,LingPy:SCA,,0:1
4467,x a i ⁵⁵,793,x a i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7428,s a nʲ,791,s a nʲ -,,expert,Hill2017,LingPy:SCA,,0:1
4470,x j i ⁵¹,793,x j i ⁵¹,,expert,Hill2017,LingPy:SCA,,0:1
5229,n u a ŋ ⁵⁵,927,n u a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5230,n a ŋ ⁵¹,927,n a - ŋ ⁵¹,,expert,Hill2017,LingPy:SCA,,0:1
5232,n a ŋ ³¹,927,n a - ŋ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
5233,n ɔ̃ ∼ ³¹,927,n ɔ̃ - ∼ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
5234,n ɔ ŋ ⁵⁵,927,n ɔ - ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5316,m ĩ ∼ ⁵⁵,928,m ĩ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5231,n ɔ̃ ∼ ⁵⁵,927,n ɔ̃ - ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7430,nʲ a nʲ ⁵⁵,927,nʲ a - nʲ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
4524,s u m ³¹,801,s u m ³¹,,expert,Hill2017,LingPy:SCA,,0:1
4527,s u m ²¹,801,s u m ²¹,,expert,Hill2017,LingPy:SCA,,0:1
4529,s a m ⁵⁵,801,s a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
4532,s ɔ m ⁵⁵,801,s ɔ m ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
4533,s a m ³¹,801,s a m ³¹,,expert,Hill2017,LingPy:SCA,,0:1
4535,s u m ³¹,801,s u m ³¹,,expert,Hill2017,LingPy:SCA,,0:1
5453,tθ õ ∼ ⁵⁵,801,tθ õ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7432,s u m ⁵⁵,801,s u m ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6236,t ɔ i ³¹ + k a u ³⁵,127,t ɔ i ³¹ + k a u ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
6236,t ɔ i ³¹ + k a u ³⁵,1332,t ɔ i ³¹ + k a u ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
6279,ɑ ⁵³ + ɕ ĩ ∼ ²²,1335,ɑ ⁵³ + ɕ ĩ ∼ ²²,,expert,Hill2017,LingPy:SCA,,0:1
6279,ɑ ⁵³ + ɕ ĩ ∼ ²²,126,ɑ ⁵³ + ɕ ĩ ∼ ²²,,expert,Hill2017,LingPy:SCA,,1:2
6353,t u i ⁵¹ e ⁵⁵,127,t u i ⁵¹ e ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6353,t u i ⁵¹ e ⁵⁵,1333,t u i ⁵¹ e ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
6502,t ə ³¹ + ts ə ⁵⁵,127,t ə ³¹ + ts ə ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6502,t ə ³¹ + ts ə ⁵⁵,1334,t ə ³¹ + ts ə ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
6640,a ³¹ + t u i ⁵⁵,1335,a ³¹ + t u i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6640,a ³¹ + t u i ⁵⁵,127,a ³¹ + t u i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
7434,h i j ⁵³,1409,h i j ⁵³,,expert,Hill2017,LingPy:SCA,,0:1
343,p ɛ̃ ∼ ³¹,89,p ɛ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
348,p ə ŋ ³⁵,89,p ə ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
350,ŋ aː t ³¹,1024,ŋ aː t ³¹,,expert,Hill2017,LingPy:SCA,,0:1
5246,k ɑ i ʔ ⁴,88,k ɑ i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
7435,k ə k,88,k ə - k -,,expert,Hill2017,LingPy:SCA,,0:1
406,x ʐ a u ʔ ³⁵,9,x ʐ a u ʔ ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
407,kʰ j u i ²¹,9,kʰ j u i - ²¹,,expert,Hill2017,LingPy:SCA,,0:1
408,kʰ j u ³⁵,9,kʰ j u - - ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
409,kʰ j aː u ⁵³,9,kʰ j aː u - ⁵³,,expert,Hill2017,LingPy:SCA,,0:1
411,kʰ j u k ⁵⁵,9,kʰ j u k - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5500,n̥ ɑ ʔ ⁴ + nʲ i ʔ ⁴,13,n̥ ɑ ʔ ⁴ + nʲ i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
5500,n̥ ɑ ʔ ⁴ + nʲ i ʔ ⁴,17,n̥ ɑ ʔ ⁴ + nʲ i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1:2
7437,t ə k,1025,t ə k,,expert,Hill2017,LingPy:SCA,,0:1
573,nʲ e ³⁵,122,nʲ - e ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
574,ŋ j e ⁵⁵,122,ŋ j e ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
575,t ɛ ʔ ³¹,123,t ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
577,t a̰ː p ⁵⁵,123,t a̰ː p ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
578,t ɛ ʔ ³¹,123,t ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
579,tʂ a p ³⁵,123,tʂ a p ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
9161,nʲ i,122,nʲ - i -,,expert,Hill2017,LingPy:SCA,,0:1
5339,l ɑ̃ u ∼ ²²,124,l ɑ̃ u ∼ ²²,,expert,Hill2017,LingPy:SCA,,0:1
7439,l ʊ ŋ,124,l ʊ - ŋ -,,expert,Hill2017,LingPy:SCA,,0:1
596,o i ⁵⁵,133,- o i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
598,v u i ⁵¹,133,v u i ⁵¹,,expert,Hill2017,LingPy:SCA,,0:1
599,v ɛ ⁵⁵,133,v ɛ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
602,ɣ əː ³¹,133,ɣ əː - ³¹,,expert,Hill2017,LingPy:SCA,,0:1
603,v a i ³¹,133,v a i ³¹,,expert,Hill2017,LingPy:SCA,,0:1
604,u i ⁵⁵,133,- u i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7441,w a j,133,w a j -,,expert,Hill2017,LingPy:SCA,,0:1
5355,w ɛ ²²,133,w ɛ - ²²,,expert,Hill2017,LingPy:SCA,,0:1
6522,n ḛ ²¹,72,n ḛ ²¹,,expert,Hill2017,LingPy:SCA,,0:1
6174,m a m ³¹,71,m a m ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6396,v ɔ ³⁵,73,v ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
6465,w ɑ ⁵⁵,73,w ɑ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6466,m a m ³¹,71,m a m ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6504,v a ³¹,73,v a ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6648,n ɛ̰ː ⁵⁵,72,n ɛ̰ː ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7443,w a ⁵⁵,73,w a ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
689,l e ⁵⁵,157,l e ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
697,l ɔ ⁵⁵,157,l ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
686,ʐ ə ³⁵,157,ʐ ə ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
691,l a ⁵⁵,157,l a ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
694,l eː ⁵⁵,157,l eː ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
695,l i ⁵⁵,157,l i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5625,l ɑ ²²,157,l ɑ ²²,,expert,Hill2017,LingPy:SCA,,0:1
7445,l a ²²,157,l a ²²,,expert,Hill2017,LingPy:SCA,,0:1
738,a n ³⁵,167,a n ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
740,ŋ a̰ p ⁵⁵,168,ŋ a̰ p ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
741,ŋ ɛ̰ ʔ ⁵⁵,168,ŋ ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
743,ŋ a̰ː p ⁵⁵,168,ŋ a̰ː p ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
744,ŋ ɛ̰ ʔ ⁵⁵,168,ŋ ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
745,a n ³⁵,167,a n ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
5522,j e ²²,166,j e - ²²,,expert,Hill2017,LingPy:SCA,,0:1
7449,t i j ⁵⁵,1364,t i j ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7447,r i j,166,r i j -,,expert,Hill2017,LingPy:SCA,,0:1
6140,ŋ aː u ³¹,32,ŋ aː u - ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6197,ŋ a u ⁵⁵,32,ŋ a u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6300,ŋ a u ⁵⁵,32,ŋ a u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6377,ŋ a u ⁵⁵,32,ŋ a u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
6418,ŋ u k ³¹,32,ŋ u - k ³¹,,expert,Hill2017,LingPy:SCA,,0:1
6496,ŋ o ²²,32,ŋ o - - ²²,,expert,Hill2017,LingPy:SCA,,0:1
6556,ŋ a u ⁵¹,32,ŋ a u - ⁵¹,,expert,Hill2017,LingPy:SCA,,0:1
7451,ŋ ə w,32,ŋ ə - w -,,expert,Hill2017,LingPy:SCA,,0:1
893,ʃ eː i ³³,199,ʃ eː i ³³,,expert,Hill2017,LingPy:SCA,,0:1
888,ʃ ɿ ⁵⁵,199,ʃ ɿ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
896,ʃ i k ³¹,199,ʃ i k ³¹,,expert,Hill2017,LingPy:SCA,,0:1
898,ʂ ɿ ⁵⁵,199,ʂ ɿ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5451,tθ e ²²,199,tθ e - ²²,,expert,Hill2017,LingPy:SCA,,0:1
7453,s i j,199,s i j -,,expert,Hill2017,LingPy:SCA,,0:1
913,kʰ a i ²¹,205,kʰ a i - ²¹,,expert,Hill2017,LingPy:SCA,,0:1
917,t uː ³³,204,t uː - ³³,,expert,Hill2017,LingPy:SCA,,0:1
920,t u ³¹,204,t u - ³¹,,expert,Hill2017,LingPy:SCA,,0:1
918,t a u ³⁵,204,t a u ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
5516,t u ⁵⁵,204,t u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
921,t u ³¹,204,t u - ³¹,,expert,Hill2017,LingPy:SCA,,0:1
925,kʰ ø ʔ ³¹,205,kʰ ø - ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
7455,tʰ u ⁵⁵,204,tʰ u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1015,ʃ uː k ⁵⁵,228,ʃ uː - k ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1017,ʃ a u k ⁵⁵,228,ʃ a u k ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5542,tθ ɑ u ʔ ⁴,228,tθ ɑ u ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
1012,ʃ a u ʔ ⁵⁵,228,ʃ a u ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7457,s ʊ k,228,s ʊ - k -,,expert,Hill2017,LingPy:SCA,,0:1
1125,t a ³¹,245,t a ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1129,ts ɔː ³³,245,ts ɔː ³³,,expert,Hill2017,LingPy:SCA,,0:1
1132,ts ɔ ³⁵,245,ts ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
5549,s ɑ ⁵⁵,245,s ɑ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7459,ts a ⁵⁵,245,ts a ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1366,p ɛ ʔ ³¹ + l a̰ m ³¹,281,p ɛ ʔ ³¹ + l a̰ m ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1366,p ɛ ʔ ³¹ + l a̰ m ³¹,988,p ɛ ʔ ³¹ + l a̰ m ³¹,,expert,Hill2017,LingPy:SCA,,1:2
5262,j ɑ̃ ∼ ²² + pʰ j i ʔ ⁴,989,j ɑ̃ ∼ ²² + pʰ j i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
5262,j ɑ̃ ∼ ²² + pʰ j i ʔ ⁴,281,j ɑ̃ ∼ ²² + pʰ j i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1:2
1352,t e k ⁵⁵ + k ɔ ³¹,990,t e k ⁵⁵ + k ɔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1352,t e k ⁵⁵ + k ɔ ³¹,991,t e k ⁵⁵ + k ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1:2
1364,p ɛ ʔ ³¹ + l a̰ m ³⁵,281,p ɛ ʔ ³¹ + l a̰ m ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
1364,p ɛ ʔ ³¹ + l a̰ m ³⁵,988,p ɛ ʔ ³¹ + l a̰ m ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
1365,p a t ³¹ + k ɔ ⁵⁵,281,p a t ³¹ + k ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1365,p a t ³¹ + k ɔ ⁵⁵,991,p a t ³¹ + k ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
1361,t a ³⁵ + k ɔ ³⁵,990,t a - ³⁵ + k ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
1361,t a ³⁵ + k ɔ ³⁵,991,t a - ³⁵ + k ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
1363,p a t ²¹ + l ṵ m ²¹,281,p a t ²¹ + l ṵ m ²¹,,expert,Hill2017,LingPy:SCA,,0:1
1363,p a t ²¹ + l ṵ m ²¹,988,p a t ²¹ + l ṵ m ²¹,,expert,Hill2017,LingPy:SCA,,1:2
1440,m j u ŋ ³⁵,292,m j u ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
1441,ɲ u ³¹,293,ɲ u ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1433,nʲ ə ³¹,293,nʲ ə ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1435,m j u ²¹,292,m j u - ²¹,,expert,Hill2017,LingPy:SCA,,0:1
1437,m j u ŋ ³¹,292,m j u ŋ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1439,k j aː m ⁵⁵,1050,k j aː m ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5626,p ɔ ²²,291,p ɔ ²²,,expert,Hill2017,LingPy:SCA,,0:1
5327,s i ⁵⁵,295,s i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1445,s o ³¹,295,s o ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1447,j u i ⁵¹,294,j u i ⁵¹,,expert,Hill2017,LingPy:SCA,,0:1
1448,j u ⁵⁵,294,j u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1450,j aː u ³¹,294,j aː u ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1451,j u k ³¹,294,j u k ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1452,ʂ a ³¹,295,ʂ a ³¹,,expert,Hill2017,LingPy:SCA,,0:1
7464,ts i ⁵⁵,295,ts i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1471,t ɔ̃ ∼ ³¹,300,t ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1476,tʂ a m ⁵⁵,1054,tʂ a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5462,p j ɑ̃ ∼ ²²,299,p j ɑ̃ ∼ ²²,,expert,Hill2017,LingPy:SCA,,0:1
1474,t aː ŋ ³³,300,t aː ŋ ³³,,expert,Hill2017,LingPy:SCA,,0:1
1475,t ɔ̃ ∼ ³⁵,300,t ɔ̃ ∼ ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
7466,p j a m,299,p j a m -,,expert,Hill2017,LingPy:SCA,,0:1
5250,p e ⁵⁵,321,p - e - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1604,ts i ³¹,322,ts i ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1605,p j i ²¹,321,p j i - ²¹,,expert,Hill2017,LingPy:SCA,,0:1
1606,p i ³¹,321,p - i - ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1608,p j eː i ³³,321,p j eː i ³³,,expert,Hill2017,LingPy:SCA,,0:1
1609,p j i k ⁵⁵,321,p j i k ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1610,ts i ³¹,322,ts i ³¹,,expert,Hill2017,LingPy:SCA,,0:1
7470,p i j ⁵⁵,321,p - i j ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5353,tɕ ɑ ⁵⁵,351,tɕ - ɑ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1805,k ʐ u a ³¹,351,k ʐ u a ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1806,v o ⁵⁵ + k j o ²¹,352,v o ⁵⁵ + k j o ²¹,,expert,Hill2017,LingPy:SCA,,0:1
1806,v o ⁵⁵ + k j o ²¹,351,v o ⁵⁵ + k j o ²¹,,expert,Hill2017,LingPy:SCA,,1:2
1810,j ɔː ⁵⁵ + k j ɔː ³³,352,j ɔː ⁵⁵ + k j ɔː ³³,,expert,Hill2017,LingPy:SCA,,0:1
1810,j ɔː ⁵⁵ + k j ɔː ³³,351,j ɔː ⁵⁵ + k j ɔː ³³,,expert,Hill2017,LingPy:SCA,,1:2
1812,ɣ ɔ ⁵⁵ + k j ɔ ³⁵,352,ɣ ɔ ⁵⁵ + k j ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
1812,ɣ ɔ ⁵⁵ + k j ɔ ³⁵,351,ɣ ɔ ⁵⁵ + k j ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,1:2
1815,k ʐ ɔ ³¹,351,k ʐ ɔ - ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1807,ɣ ə̆ ³¹ + k j a ³¹,352,ɣ ə̆ ³¹ + k j a ³¹,,expert,Hill2017,LingPy:SCA,,0:1
1807,ɣ ə̆ ³¹ + k j a ³¹,351,ɣ ə̆ ³¹ + k j a ³¹,,expert,Hill2017,LingPy:SCA,,1:2
7472,k r a ⁵⁵,351,k r a - ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5593,pʰ w ɛ ʔ ⁴,1367,pʰ w ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
1889,s a u ⁵⁵,363,s a u ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1890,x a ʔ ⁵⁵,1075,x a ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1891,ŋ j a̰ m ³⁵,362,ŋ j a̰ m ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
1892,ŋ j ṵː m ⁵⁵,362,ŋ j ṵː m ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1893,ŋ j a̰ m ³⁵,362,ŋ j a̰ m ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
1894,s a u ⁵⁵,363,s a u ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7474,pʰ o k,1367,pʰ - o k -,,expert,Hill2017,LingPy:SCA,,0:1
5294,k ɑ̃ i ∼ ²²,368,k ɑ̃ i ∼ ²²,,expert,Hill2017,LingPy:SCA,,0:1
1918,m̥ ʐ ə ʔ ⁵⁵,1076,m̥ ʐ ə ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1921,ts u i ²¹,994,ts u i ²¹,,expert,Hill2017,LingPy:SCA,,0:1
1923,ts a̰ p ⁵⁵,369,ts a̰ p ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
1926,ts ɔ i ³⁵,994,ts ɔ i ³⁵,,expert,Hill2017,LingPy:SCA,,0:1
1928,ʈʂʰ o p ⁵⁵,369,ʈʂʰ o p ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
7476,k ʊ ŋ,368,k ʊ - ŋ -,,expert,Hill2017,LingPy:SCA,,0:1
2063,tɕʰ e t ⁵⁵ + t a u ʔ ⁵⁵,1080,tɕʰ e t ⁵⁵ + t a u ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2063,tɕʰ e t ⁵⁵ + t a u ʔ ⁵⁵,1081,tɕʰ e t ⁵⁵ + t a u ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
5470,ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴,275,ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
5470,ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴,1082,ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1:2
5470,ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴,1084,ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,2:3
2065,ʃ ŏ ²¹ + p i k ²¹,1079,ʃ ŏ ²¹ + p i k ²¹,,expert,Hill2017,LingPy:SCA,,0:1
2065,ʃ ŏ ²¹ + p i k ²¹,1083,ʃ ŏ ²¹ + p i k ²¹,,expert,Hill2017,LingPy:SCA,,1:2
2066,ʃ ă ³⁵ + p a k ³¹,1079,ʃ ă ³⁵ + p a k ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2066,ʃ ă ³⁵ + p a k ³¹,1083,ʃ ă ³⁵ + p a k ³¹,,expert,Hill2017,LingPy:SCA,,1:2
2068,ʃ o ⁵⁵ + p əː ³¹,1079,ʃ o ⁵⁵ + p əː - ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2068,ʃ o ⁵⁵ + p əː ³¹,1083,ʃ o ⁵⁵ + p əː - ³¹,,expert,Hill2017,LingPy:SCA,,1:2
2069,ʃ ɔ̆ ³⁵ + p a k ³¹,1079,ʃ ɔ̆ ³⁵ + p a k ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2069,ʃ ɔ̆ ³⁵ + p a k ³¹,1083,ʃ ɔ̆ ³⁵ + p a k ³¹,,expert,Hill2017,LingPy:SCA,,1:2
2071,ʂ ɔ ³¹ + p ɤ k ⁵⁵,1079,ʂ ɔ ³¹ + p ɤ k ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2071,ʂ ɔ ³¹ + p ɤ k ⁵⁵,1083,ʂ ɔ ³¹ + p ɤ k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
2184,s a t ⁵⁵,403,s a t ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2192,s ɛ̰ ʔ ⁵⁵,403,s ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5422,tθ ɑ ʔ ⁴,403,tθ ɑ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
5550,p ɔ ²²,1097,p ɔ ²²,,expert,Hill2017,LingPy:SCA,,0:1
2187,s a t ²¹,403,s a t ²¹,,expert,Hill2017,LingPy:SCA,,0:1
2189,s ɛ̰ ʔ ⁵⁵,403,s ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2191,s a̰ː t ⁵⁵,403,s a̰ː t ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2194,s a t ⁵⁵ + pʰ u t ⁵⁵,403,s a t ⁵⁵ + pʰ u t ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2194,s a t ⁵⁵ + pʰ u t ⁵⁵,1096,s a t ⁵⁵ + pʰ u t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
7479,s a t,403,s a t -,,expert,Hill2017,LingPy:SCA,,0:1
5483,j i ²²,414,j i - ²²,,expert,Hill2017,LingPy:SCA,,0:1
2254,ɣ ə i ⁵⁵,414,ɣ ə i ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
2258,j iː ³¹,414,j iː - ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2261,ɣ ə ³¹,414,ɣ ə - ³¹,,expert,Hill2017,LingPy:SCA,,0:1
7485,r a j,414,r a j -,,expert,Hill2017,LingPy:SCA,,0:1
5642,j ɛ ʔ ⁴,424,- j ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,0:1
2345,j a ʔ ³¹,424,- j a ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2349,j ɔː ʔ ³¹,424,- j ɔː ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
2352,j ɔ ʔ ³¹,424,- j ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,0:1
7489,l j a k,424,l j a k -,,expert,Hill2017,LingPy:SCA,,0:1
5517,t õ ∼ ⁵⁵ + l õ ∼ ⁵⁵ + ɬ ɛ ⁵⁵,996,t õ ∼ ⁵⁵ + l õ ∼ ⁵⁵ + ɬ ɛ ⁵⁵,,expert,Hill2017,LingPy:SCA,,0:1
5517,t õ ∼ ⁵⁵ + l õ ∼ ⁵⁵ + ɬ ɛ ⁵⁵,997,t õ ∼ ⁵⁵ + l õ ∼ ⁵⁵ + ɬ ɛ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1:2
