ID,Form_ID,Form,Cognateset_ID,Alignment,Doubt,Cognate_detection_method,Cognate_source,Alignment_method,Alignment_source,Segment_slice
2081,1366,p ɛ ʔ ³¹ + l a̰ m ³¹,p988,p ɛ ʔ ³¹ + l a̰ m ³¹,,expert,Hill2017,LingPy:SCA,,2
2082,5262,j ɑ̃ ∼ ²² + pʰ j i ʔ ⁴,p989,j ɑ̃ ∼ ²² + pʰ j i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
2083,5262,j ɑ̃ ∼ ²² + pʰ j i ʔ ⁴,p281,j ɑ̃ ∼ ²² + pʰ j i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,2
2084,1352,t e k ⁵⁵ + k ɔ ³¹,p990,t e k ⁵⁵ + k ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2085,1352,t e k ⁵⁵ + k ɔ ³¹,p991,t e k ⁵⁵ + k ɔ ³¹,,expert,Hill2017,LingPy:SCA,,2
2086,1364,p ɛ ʔ ³¹ + l a̰ m ³⁵,p281,p ɛ ʔ ³¹ + l a̰ m ³⁵,,expert,Hill2017,LingPy:SCA,,1
2087,1364,p ɛ ʔ ³¹ + l a̰ m ³⁵,p988,p ɛ ʔ ³¹ + l a̰ m ³⁵,,expert,Hill2017,LingPy:SCA,,2
2088,1365,p a t ³¹ + k ɔ ⁵⁵,p281,p a t ³¹ + k ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2089,1365,p a t ³¹ + k ɔ ⁵⁵,p991,p a t ³¹ + k ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2090,1361,t a ³⁵ + k ɔ ³⁵,p990,t a - ³⁵ + k ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,1
2091,1361,t a ³⁵ + k ɔ ³⁵,p991,t a - ³⁵ + k ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,2
2092,1363,p a t ²¹ + l ṵ m ²¹,p281,p a t ²¹ + l ṵ m ²¹,,expert,Hill2017,LingPy:SCA,,1
2093,1363,p a t ²¹ + l ṵ m ²¹,p988,p a t ²¹ + l ṵ m ²¹,,expert,Hill2017,LingPy:SCA,,2
2094,1440,m j u ŋ ³⁵,p292,m j u ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1
2095,1441,ɲ u ³¹,p293,ɲ u ³¹,,expert,Hill2017,LingPy:SCA,,1
2096,1433,nʲ ə ³¹,p293,nʲ ə ³¹,,expert,Hill2017,LingPy:SCA,,1
2097,1435,m j u ²¹,p292,m j u - ²¹,,expert,Hill2017,LingPy:SCA,,1
2098,1437,m j u ŋ ³¹,p292,m j u ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
2099,1439,k j aː m ⁵⁵,p1050,k j aː m ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2100,5626,p ɔ ²²,p291,p ɔ ²²,,expert,Hill2017,LingPy:SCA,,1
2101,5327,s i ⁵⁵,p295,s i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2102,1445,s o ³¹,p295,s o ³¹,,expert,Hill2017,LingPy:SCA,,1
2103,1447,j u i ⁵¹,p294,j u i ⁵¹,,expert,Hill2017,LingPy:SCA,,1
2104,1448,j u ⁵⁵,p294,j u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2105,1450,j aː u ³¹,p294,j aː u ³¹,,expert,Hill2017,LingPy:SCA,,1
2106,1451,j u k ³¹,p294,j u k ³¹,,expert,Hill2017,LingPy:SCA,,1
2107,1452,ʂ a ³¹,p295,ʂ a ³¹,,expert,Hill2017,LingPy:SCA,,1
2108,7464,ts i ⁵⁵,p295,ts i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2109,1471,t ɔ̃ ∼ ³¹,p300,t ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,1
2110,1476,tʂ a m ⁵⁵,p1054,tʂ a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2111,5462,p j ɑ̃ ∼ ²²,p299,p j ɑ̃ ∼ ²²,,expert,Hill2017,LingPy:SCA,,1
2112,1474,t aː ŋ ³³,p300,t aː ŋ ³³,,expert,Hill2017,LingPy:SCA,,1
2113,1475,t ɔ̃ ∼ ³⁵,p300,t ɔ̃ ∼ ³⁵,,expert,Hill2017,LingPy:SCA,,1
2114,7466,p j a m,p299,p j a m -,,expert,Hill2017,LingPy:SCA,,1
2115,5250,p e ⁵⁵,p321,p - e - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2116,1604,ts i ³¹,p322,ts i ³¹,,expert,Hill2017,LingPy:SCA,,1
2117,1605,p j i ²¹,p321,p j i - ²¹,,expert,Hill2017,LingPy:SCA,,1
2118,1606,p i ³¹,p321,p - i - ³¹,,expert,Hill2017,LingPy:SCA,,1
2119,1608,p j eː i ³³,p321,p j eː i ³³,,expert,Hill2017,LingPy:SCA,,1
2120,1609,p j i k ⁵⁵,p321,p j i k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2121,1610,ts i ³¹,p322,ts i ³¹,,expert,Hill2017,LingPy:SCA,,1
2122,7470,p i j ⁵⁵,p321,p - i j ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2123,5353,tɕ ɑ ⁵⁵,p351,tɕ - ɑ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2124,1805,k ʐ u a ³¹,p351,k ʐ u a ³¹,,expert,Hill2017,LingPy:SCA,,1
2125,1806,v o ⁵⁵ + k j o ²¹,p352,v o ⁵⁵ + k j o ²¹,,expert,Hill2017,LingPy:SCA,,1
2126,1806,v o ⁵⁵ + k j o ²¹,p351,v o ⁵⁵ + k j o ²¹,,expert,Hill2017,LingPy:SCA,,2
2127,1810,j ɔː ⁵⁵ + k j ɔː ³³,p352,j ɔː ⁵⁵ + k j ɔː ³³,,expert,Hill2017,LingPy:SCA,,1
2128,1810,j ɔː ⁵⁵ + k j ɔː ³³,p351,j ɔː ⁵⁵ + k j ɔː ³³,,expert,Hill2017,LingPy:SCA,,2
2129,1812,ɣ ɔ ⁵⁵ + k j ɔ ³⁵,p352,ɣ ɔ ⁵⁵ + k j ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,1
2130,1812,ɣ ɔ ⁵⁵ + k j ɔ ³⁵,p351,ɣ ɔ ⁵⁵ + k j ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,2
2131,1815,k ʐ ɔ ³¹,p351,k ʐ ɔ - ³¹,,expert,Hill2017,LingPy:SCA,,1
2132,1807,ɣ ə̆ ³¹ + k j a ³¹,p352,ɣ ə̆ ³¹ + k j a ³¹,,expert,Hill2017,LingPy:SCA,,1
2133,1807,ɣ ə̆ ³¹ + k j a ³¹,p351,ɣ ə̆ ³¹ + k j a ³¹,,expert,Hill2017,LingPy:SCA,,2
2134,7472,k r a ⁵⁵,p351,k r a - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2135,5593,pʰ w ɛ ʔ ⁴,p1367,pʰ w ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
2136,1889,s a u ⁵⁵,p363,s a u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2137,1890,x a ʔ ⁵⁵,p1075,x a ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2138,1891,ŋ j a̰ m ³⁵,p362,ŋ j a̰ m ³⁵,,expert,Hill2017,LingPy:SCA,,1
2139,1892,ŋ j ṵː m ⁵⁵,p362,ŋ j ṵː m ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2140,1893,ŋ j a̰ m ³⁵,p362,ŋ j a̰ m ³⁵,,expert,Hill2017,LingPy:SCA,,1
2141,1894,s a u ⁵⁵,p363,s a u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2142,7474,pʰ o k,p1367,pʰ - o k -,,expert,Hill2017,LingPy:SCA,,1
2143,5294,k ɑ̃ i ∼ ²²,p368,k ɑ̃ i ∼ ²²,,expert,Hill2017,LingPy:SCA,,1
2144,1918,m̥ ʐ ə ʔ ⁵⁵,p1076,m̥ ʐ ə ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2145,1921,ts u i ²¹,p994,ts u i ²¹,,expert,Hill2017,LingPy:SCA,,1
2146,1923,ts a̰ p ⁵⁵,p369,ts a̰ p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2147,1926,ts ɔ i ³⁵,p994,ts ɔ i ³⁵,,expert,Hill2017,LingPy:SCA,,1
2148,1928,ʈʂʰ o p ⁵⁵,p369,ʈʂʰ o p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2149,7476,k ʊ ŋ,p368,k ʊ - ŋ -,,expert,Hill2017,LingPy:SCA,,1
2150,2063,tɕʰ e t ⁵⁵ + t a u ʔ ⁵⁵,p1080,tɕʰ e t ⁵⁵ + t a u ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2151,2063,tɕʰ e t ⁵⁵ + t a u ʔ ⁵⁵,p1081,tɕʰ e t ⁵⁵ + t a u ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2152,5470,ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴,p275,ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
2153,5470,ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴,p1082,ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,2
2154,5470,ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴,p1084,ɑ ⁵³ + m ɛ ⁵⁵ + l ɑ i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,3
2155,2065,ʃ ŏ ²¹ + p i k ²¹,p1079,ʃ ŏ ²¹ + p i k ²¹,,expert,Hill2017,LingPy:SCA,,1
2156,2065,ʃ ŏ ²¹ + p i k ²¹,p1083,ʃ ŏ ²¹ + p i k ²¹,,expert,Hill2017,LingPy:SCA,,2
2157,2066,ʃ ă ³⁵ + p a k ³¹,p1079,ʃ ă ³⁵ + p a k ³¹,,expert,Hill2017,LingPy:SCA,,1
2158,2066,ʃ ă ³⁵ + p a k ³¹,p1083,ʃ ă ³⁵ + p a k ³¹,,expert,Hill2017,LingPy:SCA,,2
2159,2068,ʃ o ⁵⁵ + p əː ³¹,p1079,ʃ o ⁵⁵ + p əː - ³¹,,expert,Hill2017,LingPy:SCA,,1
2160,2068,ʃ o ⁵⁵ + p əː ³¹,p1083,ʃ o ⁵⁵ + p əː - ³¹,,expert,Hill2017,LingPy:SCA,,2
2161,2069,ʃ ɔ̆ ³⁵ + p a k ³¹,p1079,ʃ ɔ̆ ³⁵ + p a k ³¹,,expert,Hill2017,LingPy:SCA,,1
2162,2069,ʃ ɔ̆ ³⁵ + p a k ³¹,p1083,ʃ ɔ̆ ³⁵ + p a k ³¹,,expert,Hill2017,LingPy:SCA,,2
2163,2071,ʂ ɔ ³¹ + p ɤ k ⁵⁵,p1079,ʂ ɔ ³¹ + p ɤ k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2164,2071,ʂ ɔ ³¹ + p ɤ k ⁵⁵,p1083,ʂ ɔ ³¹ + p ɤ k ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2165,2184,s a t ⁵⁵,p403,s a t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2166,2192,s ɛ̰ ʔ ⁵⁵,p403,s ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2167,5422,tθ ɑ ʔ ⁴,p403,tθ ɑ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
2168,5550,p ɔ ²²,p1097,p ɔ ²²,,expert,Hill2017,LingPy:SCA,,1
2169,2187,s a t ²¹,p403,s a t ²¹,,expert,Hill2017,LingPy:SCA,,1
2170,2189,s ɛ̰ ʔ ⁵⁵,p403,s ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2171,2191,s a̰ː t ⁵⁵,p403,s a̰ː t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2172,2194,s a t ⁵⁵ + pʰ u t ⁵⁵,p403,s a t ⁵⁵ + pʰ u t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2173,2194,s a t ⁵⁵ + pʰ u t ⁵⁵,p1096,s a t ⁵⁵ + pʰ u t ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2174,7479,s a t,p403,s a t -,,expert,Hill2017,LingPy:SCA,,1
2175,5483,j i ²²,p414,j i - ²²,,expert,Hill2017,LingPy:SCA,,1
2176,2254,ɣ ə i ⁵⁵,p414,ɣ ə i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2177,2258,j iː ³¹,p414,j iː - ³¹,,expert,Hill2017,LingPy:SCA,,1
2178,2261,ɣ ə ³¹,p414,ɣ ə - ³¹,,expert,Hill2017,LingPy:SCA,,1
2179,7485,r a j,p414,r a j -,,expert,Hill2017,LingPy:SCA,,1
2180,5642,j ɛ ʔ ⁴,p424,- j ɛ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
2181,2345,j a ʔ ³¹,p424,- j a ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2182,2349,j ɔː ʔ ³¹,p424,- j ɔː ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2183,2352,j ɔ ʔ ³¹,p424,- j ɔ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2184,7489,l j a k,p424,l j a k -,,expert,Hill2017,LingPy:SCA,,1
2185,5517,t õ ∼ ⁵⁵ + l õ ∼ ⁵⁵ + ɬ ɛ ⁵⁵,p996,t õ ∼ ⁵⁵ + l õ ∼ ⁵⁵ + ɬ ɛ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2186,5517,t õ ∼ ⁵⁵ + l õ ∼ ⁵⁵ + ɬ ɛ ⁵⁵,p997,t õ ∼ ⁵⁵ + l õ ∼ ⁵⁵ + ɬ ɛ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2187,5517,t õ ∼ ⁵⁵ + l õ ∼ ⁵⁵ + ɬ ɛ ⁵⁵,p998,t õ ∼ ⁵⁵ + l õ ∼ ⁵⁵ + ɬ ɛ ⁵⁵,,expert,Hill2017,LingPy:SCA,,3
2188,2359,l a ŋ ³⁵,p425,l a ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1
2189,2361,l a ŋ ³⁵,p425,l a ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1
2190,2357,ŋ̊ a ⁵⁵,p1104,ŋ̊ a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2191,2358,l e ʔ ²¹,p425,l e ʔ ²¹,,expert,Hill2017,LingPy:SCA,,1
2192,2360,l əː ŋ ³¹,p425,l əː ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
2193,2362,ɲ ɛ ŋ ⁵⁵,p1105,ɲ ɛ ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2194,7491,l aj,p998,l aj,,expert,Hill2017,LingPy:SCA,,1
2195,6124,s ɑ i ʔ ⁴,p944,s ɑ i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
2196,6181,x o ²¹,p943,x o ²¹,,expert,Hill2017,LingPy:SCA,,1
2197,6272,ʃ ɔː ⁵⁵,p943,ʃ ɔː ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2198,6327,s ɔ ³¹,p943,s ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2199,6508,s ɔ ³¹,p943,s ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2200,6533,x a ³⁵,p943,x a ³⁵,,expert,Hill2017,LingPy:SCA,,1
2201,6560,x ɔ ³⁵,p943,x ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,1
2202,5292,k ɑ ⁵³ + s ɑ ⁵³,p1125,k ɑ ⁵³ + s ɑ ⁵³,,expert,Hill2017,LingPy:SCA,,1
2203,5292,k ɑ ⁵³ + s ɑ ⁵³,p1126,k ɑ ⁵³ + s ɑ ⁵³,,expert,Hill2017,LingPy:SCA,,2
2204,3058,ts e ʔ ⁵⁵,p557,ts e ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2205,3060,ŋ j i ⁵¹ + k ṵ n ⁵⁵,p1122,ŋ j i ⁵¹ + k ṵ n ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2206,3060,ŋ j i ⁵¹ + k ṵ n ⁵⁵,p556,ŋ j i ⁵¹ + k ṵ n ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2207,3062,kʰ ɔ̃ ∼ ³⁵ + k ɔ̰ n ³¹,p1123,kʰ ɔ̃ ∼ ³⁵ + k ɔ̰ n ³¹,,expert,Hill2017,LingPy:SCA,,1
2208,3062,kʰ ɔ̃ ∼ ³⁵ + k ɔ̰ n ³¹,p556,kʰ ɔ̃ ∼ ³⁵ + k ɔ̰ n ³¹,,expert,Hill2017,LingPy:SCA,,2
2209,3064,l ṵː ³³,p1124,l ṵː ³³,,expert,Hill2017,LingPy:SCA,,1
2210,3065,n a ³¹ + k ṵ m ⁵⁵,p1122,n a ³¹ + k ṵ m ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2211,3065,n a ³¹ + k ṵ m ⁵⁵,p1361,n a ³¹ + k ṵ m ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2212,3067,ts ɛ ʔ ⁵⁵,p557,ts ɛ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2213,3100,ʂ a ⁵⁵,p566,ʂ a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2214,3101,ʃ e ⁵¹,p566,ʃ e ⁵¹,,expert,Hill2017,LingPy:SCA,,1
2215,3102,ʃ ɛ ⁵⁵,p566,ʃ ɛ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2216,3103,ʃ ɛ̰ ³³,p566,ʃ ɛ̰ ³³,,expert,Hill2017,LingPy:SCA,,1
2217,3104,ʃ ɛ ³¹,p566,ʃ ɛ ³¹,,expert,Hill2017,LingPy:SCA,,1
2218,3105,ʂ a ⁵⁵,p566,ʂ a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2219,5447,sʰ w ɛ ⁵⁵,p567,sʰ w ɛ - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2220,7497,tsʰ o j,p567,tsʰ - o j -,,expert,Hill2017,LingPy:SCA,,1
2221,3143,t u n ³¹,p577,t u n ³¹,,expert,Hill2017,LingPy:SCA,,1
2222,3146,tʃ ṵ n ²¹,p1127,tʃ ṵ n ²¹,,expert,Hill2017,LingPy:SCA,,1
2223,3148,tʃ ɔ̰ n ³⁵,p1127,tʃ ɔ̰ n ³⁵,,expert,Hill2017,LingPy:SCA,,1
2224,3150,t uː n ³³,p577,t uː n ³³,,expert,Hill2017,LingPy:SCA,,1
2225,3151,tʃ ṵ m ³⁵,p1127,tʃ ṵ m ³⁵,,expert,Hill2017,LingPy:SCA,,1
2226,3153,t u n ³¹,p577,t u n ³¹,,expert,Hill2017,LingPy:SCA,,1
2227,7499,t o n ⁵⁵,p577,t o n ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2228,7501,t ə w ⁵⁵,p1369,t ə w ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2229,7503,n̥ i p,p1368,n̥ i p,,expert,Hill2017,LingPy:SCA,,1
2230,5672,t ũ ∼ ⁵⁵,p577,t ũ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2231,3305,n a ³¹,p599,n - a - ³¹,,expert,Hill2017,LingPy:SCA,,1
2232,3300,ŋ j i ⁵¹,p599,ŋ j i - ⁵¹,,expert,Hill2017,LingPy:SCA,,1
2233,5330,n e ²²,p599,n - e - ²²,,expert,Hill2017,LingPy:SCA,,1
2234,3298,nʲ ɔ ʔ ⁵⁵,p599,nʲ - ɔ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2235,3302,ŋ j i ⁵⁵,p599,ŋ j i - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2236,3304,l uː ŋ ⁵⁵,p1130,l uː ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2237,7505,n i j,p599,n - i j -,,expert,Hill2017,LingPy:SCA,,1
2238,3307,n a i ⁵⁵,p599,n - a i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2239,5636,ɑ ⁵³ + j ɑ ⁵⁵ + pʰ j ɑ u ʔ ⁴,p1145,ɑ ⁵³ + j ɑ ⁵⁵ + pʰ j ɑ u ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
2240,5636,ɑ ⁵³ + j ɑ ⁵⁵ + pʰ j ɑ u ʔ ⁴,p1146,ɑ ⁵³ + j ɑ ⁵⁵ + pʰ j ɑ u ʔ ⁴,,expert,Hill2017,LingPy:SCA,,2
2241,5636,ɑ ⁵³ + j ɑ ⁵⁵ + pʰ j ɑ u ʔ ⁴,p631,ɑ ⁵³ + j ɑ ⁵⁵ + pʰ j ɑ u ʔ ⁴,,expert,Hill2017,LingPy:SCA,,3
2242,7509,pʰ j ʊ k,p631,pʰ j ʊ k,,expert,Hill2017,LingPy:SCA,,1
2243,3525,kʰ ʐ ə n ⁵⁵,p630,kʰ ʐ ə n ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2244,3526,k j i n ⁵¹,p630,k j i n ⁵¹,,expert,Hill2017,LingPy:SCA,,1
2245,3527,k j ɔ̰ n ⁵⁵,p630,k j ɔ̰ n ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2246,3528,k j ḭː n ³¹,p630,k j ḭː n ³¹,,expert,Hill2017,LingPy:SCA,,1
2247,3529,k j ḭ ŋ ³¹,p630,k j ḭ ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
2248,3530,kʰ ʐ a n ⁵⁵,p630,kʰ ʐ a n ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2249,5322,m j ĩ ∼ ²²,p639,m j ĩ ∼ ²²,,expert,Hill2017,LingPy:SCA,,1
2250,7511,m r a ŋ,p639,m r a ŋ -,,expert,Hill2017,LingPy:SCA,,1
2251,3556,e n ³¹ + m ʐ a ŋ ⁵⁵,p1153,e n ³¹ + m ʐ a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2252,3556,e n ³¹ + m ʐ a ŋ ⁵⁵,p639,e n ³¹ + m ʐ a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2253,3559,m j a ŋ ⁵¹,p639,m j a ŋ ⁵¹,,expert,Hill2017,LingPy:SCA,,1
2254,3561,m j ɔ̃ ∼ ⁵⁵,p639,m j ɔ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2255,3565,m j aː ŋ ³¹,p639,m j aː ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
2256,3567,m j ɔ̃ ∼ ³¹,p639,m j ɔ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,1
2257,3569,m ʐ a ŋ ⁵⁵,p639,m ʐ a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2258,5683,p i ʔ ⁴,p388,p i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
2259,7513,p a ts,p388,p a ts -,,expert,Hill2017,LingPy:SCA,,1
2260,3671,p ə k ⁵⁵,p388,p ə k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2261,3674,p i k ²¹,p388,p i k ²¹,,expert,Hill2017,LingPy:SCA,,1
2262,3676,p a k ³¹,p388,p a k ³¹,,expert,Hill2017,LingPy:SCA,,1
2263,3679,p əː k ³¹,p388,p əː k ³¹,,expert,Hill2017,LingPy:SCA,,1
2264,3680,p a k ³¹,p388,p a k ³¹,,expert,Hill2017,LingPy:SCA,,1
2265,3682,p ɤ k ⁵⁵,p388,p ɤ k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2266,5634,sʰ o ²²,p665,sʰ o - ²²,,expert,Hill2017,LingPy:SCA,,1
2267,7515,tsʰ ə w,p665,tsʰ ə w -,,expert,Hill2017,LingPy:SCA,,1
2268,3725,s i a ŋ ³⁵ + ɕ i a ŋ ⁵⁵,p999,s i a ŋ ³⁵ + ɕ i a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2269,3725,s i a ŋ ³⁵ + ɕ i a ŋ ⁵⁵,p999,s i a ŋ ³⁵ + ɕ i a ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2270,3728,tʰ o ⁵¹,p664,tʰ o ⁵¹,,expert,Hill2017,LingPy:SCA,,1
2271,3729,tʰ ɔ ⁵⁵,p664,tʰ ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2272,3731,kʰ uː n ⁵⁵,p1158,kʰ uː n ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2273,3732,tʰ u ³¹,p664,tʰ u ³¹,,expert,Hill2017,LingPy:SCA,,1
2274,3733,ç a ŋ ⁵⁵ + ç a ŋ ³⁵,p999,ç a - ŋ ⁵⁵ + ç a - ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1
2275,3733,ç a ŋ ⁵⁵ + ç a ŋ ³⁵,p999,ç a - ŋ ⁵⁵ + ç a - ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,2
2276,5544,e ʔ ⁴,p1160,- e ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
2277,7517,i p,p1160,- i p -,,expert,Hill2017,LingPy:SCA,,1
2278,3802,e ³¹,p1160,- e - ³¹,,expert,Hill2017,LingPy:SCA,,1
2279,3805,j ṵ p ⁵⁵,p1160,j ṵ p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2280,3807,j a̰ p ⁵⁵,p1160,j a̰ p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2281,3811,j ṵː p ⁵⁵,p1160,j ṵː p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2282,3813,j a p ³¹,p1160,j a p ³¹,,expert,Hill2017,LingPy:SCA,,1
2283,3816,i t ⁵⁵,p1160,- i t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2284,7519,m̥ u j ⁵⁵,p1371,m̥ u j ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2285,5417,n ɑ̃ ∼ ⁵⁵,p678,n ɑ̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2286,3840,n ɛ̰̃ ∼ ⁵⁵,p678,n ɛ̰̃ ∼ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2287,3845,n aː m ³¹,p678,n aː m ³¹,,expert,Hill2017,LingPy:SCA,,1
2288,3848,n ɛ̃ ∼ ³¹,p678,n ɛ̃ ∼ ³¹,,expert,Hill2017,LingPy:SCA,,1
2289,5541,tʰ w e ⁵⁵,p702,tʰ w e - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2290,7521,tʰ u j ⁵⁵,p702,tʰ - u j ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2291,3967,tɕʰ o ³¹,p704,tɕʰ o ³¹,,expert,Hill2017,LingPy:SCA,,1
2292,3970,p j e ⁵⁵,p703,p j e ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2293,3972,pʰ ø ³⁵,p703,pʰ - ø ³⁵,,expert,Hill2017,LingPy:SCA,,1
2294,3975,p yː ³³,p703,p - yː ³³,,expert,Hill2017,LingPy:SCA,,1
2295,3977,pʰ ø ³⁵,p703,pʰ - ø ³⁵,,expert,Hill2017,LingPy:SCA,,1
2296,3979,ts ɛ ³⁵,p704,ts ɛ ³⁵,,expert,Hill2017,LingPy:SCA,,1
