ID,Language_ID,Form,Alignment,Comment,Alignments,Morphemes,Segments,Cognate_Set,Language,Source,Parameter_ID,Value,Concept,Cognate_Sets,Prosodic_Structure
6294,zaiw1240,voʔ²¹kan²¹ʃiŋ⁵⁵jaŋ²¹,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + - j a ŋ ²¹,,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + - j a ŋ ²¹,weave ? ? ?,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + j a ŋ ²¹,407,Atsi,TBL,1733,voʔ²¹kan²¹ʃiŋ⁵⁵jaŋ²¹,the rainbow,1005 1006 1007 1008,i n c t + i n c t + i n c t + i n c t
6595,bela1241,ɣaʔ³¹kɛ̃³¹saŋ⁵⁵njuŋ⁵⁵,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,weave,ɣ a ʔ ³¹ + k ɛ̃ ∼ ³¹ + s a ŋ ⁵⁵ + n j u ŋ ⁵⁵,407,Bola,TBL,1733,ɣaʔ³¹kɛ̃³¹saŋ⁵⁵njuŋ⁵⁵,the rainbow,1005 1006 1007 1008,i n c t + i n c t + i n c t + i m n c t
7355,oldb1234,sak◦taṃ,- - - - s a k + t a m -,,s a k + t a m,,s a k + t a m,224,Old_Burmese,,1733,sak◦taṃ,the rainbow,1002 1003,i n c + i n c
5674,nucl1310,shɑ̃²²,sʰ ɑ̃ ∼ ²²,,sʰ ɑ̃ ∼ ²²,,sʰ ɑ̃ ∼ ²²,122,Rangoon,TBL,2026,shɑ̃²²,the rice plant,600,i n c t
7357,oldb1234,ko₂k,k ʊ k,,k ʊ k,rice plant,k ʊ k,255,Old_Burmese,,2026,ko₂k,the rice plant,1370,i n c
3310,long1372,tshen⁵⁵,tsʰ e n ⁵⁵,,tsʰ e n ⁵⁵,rice-plant,tsʰ e n ⁵⁵,122,Achang_Longchuan,TBL,2026,tshen⁵⁵,the rice plant,600,i n c t
3311,zaiw1240,tʃhin⁵¹,tʃʰ i n ⁵¹,,tʃʰ i n ⁵¹,rice-plant,tʃʰ i n ⁵¹,122,Atsi,TBL,2026,tʃhin⁵¹,the rice plant,600,i n c t
3312,bela1241,tʃhɔn⁵⁵,tʃʰ ɔ n ⁵⁵,,tʃʰ ɔ n ⁵⁵,rice-plan,tʃʰ ɔ n ⁵⁵,122,Bola,TBL,2026,tʃhɔn⁵⁵,the rice plant,600,i n c t
3313,lash1242,tʃhɛn³³,tʃʰ ɛ n ³³,,tʃʰ ɛ n ³³,rice-plant,tʃʰ ɛ n ³³,122,Lashi,TBL,2026,tʃhɛn³³,the rice plant,600,i n c t
3314,maru1248,tʃhiŋ³¹,tʃʰ i ŋ ³¹,,tʃʰ i ŋ ³¹,,tʃʰ i ŋ ³¹,122,Maru,TBL,2026,tʃhiŋ³¹,the rice plant,600,i n c t
3315,xian1248,tshɛn⁵⁵,tsʰ ɛ n ⁵⁵,,tsʰ ɛ n ⁵⁵,rice-plant,tsʰ ɛ n ⁵⁵,122,Xiandao,TBL,2026,tshɛn⁵⁵,the rice plant,600,i n c t
7359,oldb1234,mlac,m l a ts -,,m l a ts,,m l a ts,661,Old_Burmese,,666,mlac,the river,608,i m n c
3365,long1372,tʂhă⁵⁵ʐoŋ³¹,ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹,,ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹,,ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹,179,Achang_Longchuan,TBL,666,tʂhă⁵⁵ʐoŋ³¹,the river,1132 1133,i n t + i n c t
3368,zaiw1240,vui⁵¹mo⁵⁵,v u i ⁵¹ + m o ⁵⁵,,v - u i - ⁵¹ + m o ⁵⁵,water mo-suffix,v u i ⁵¹ + m o ⁵⁵,186,Atsi,TBL,666,vui⁵¹mo⁵⁵,the river,1134 1135,i n N t + i n t
3370,bela1241,ɣəi⁵⁵lɔ̃⁵⁵,ɣ ə i - ⁵⁵ + l ɔ̃ ∼ ⁵⁵,,ɣ - ə i - ⁵⁵ + l ɔ̃ ∼ ⁵⁵,water long-thing,ɣ ə i ⁵⁵ + l ɔ̃ ∼ ⁵⁵,541,Bola,TBL,666,ɣəi⁵⁵lɔ̃⁵⁵,the river,1134 609,i n N t + i n c t
3373,lash1242,kjei⁵³məŋ³³,k j e i ⁵³ + m ə ŋ ³³,,k j e i - ⁵³ + m ə ŋ ³³,river,k j e i ⁵³ + m ə ŋ ³³,355,Lashi,TBL,666,kjei⁵³məŋ³³,the river,1134 1151,i m n N t + i n c t
3374,maru1248,ɣək³¹lɔ̃³¹,ɣ ə - k ³¹ + l ɔ̃ ∼ ³¹,,ɣ - ə - k ³¹ + l ɔ̃ ∼ ³¹,water long-thing,ɣ ə k ³¹ + l ɔ̃ ∼ ³¹,541,Maru,TBL,666,ɣək³¹lɔ̃³¹,the river,1134 609,i n c t + i n c t
5343,nucl1310,mjiʔ⁴,m j i ʔ ⁴,,m j i ʔ ⁴,,m j i ʔ ⁴,661,Rangoon,TBL,666,mjiʔ⁴,the river,608,i m n c t
3376,xian1248,ti⁵⁵kɯ³¹,t i ⁵⁵ + k ɯ ³¹,,t i ⁵⁵ + k ɯ ³¹,water big,t i ⁵⁵ + k ɯ ³¹,490,Xiandao,TBL,666,ti⁵⁵kɯ³¹,the river,1136 1137,i n t + i n t
5638,nucl1310,lɑ̃⁵⁵,l ɑ̃ ∼ ⁵⁵,,l ɑ̃ ∼ ⁵⁵,,l ɑ̃ ∼ ⁵⁵,31,Rangoon,TBL,667,lɑ̃⁵⁵,the road,612,i n c t
7361,oldb1234,lamḥ,l a m ⁵⁵,,l a m ⁵⁵,,l a m ⁵⁵,31,Old_Burmese,,667,lamḥ,the road,612,i n c t
3390,zaiw1240,khjo⁵¹,kʰ j o ⁵¹,,kʰ j o ⁵¹,road,kʰ j o ⁵¹,552,Atsi,TBL,667,khjo⁵¹,the road,611,i m n t
3392,bela1241,khja⁵⁵,kʰ j a ⁵⁵,,kʰ j a ⁵⁵,road,kʰ j a ⁵⁵,552,Bola,TBL,667,khja⁵⁵,the road,611,i m n t
3394,lash1242,khjo³³,kʰ j o ³³,,kʰ j o ³³,,kʰ j o ³³,552,Lashi,TBL,667,khjo³³,the road,611,i m n t
3395,maru1248,khjɔ³¹,kʰ j ɔ ³¹,,kʰ j ɔ ³¹,,kʰ j ɔ ³¹,552,Maru,TBL,667,khjɔ³¹,the road,611,i m n t
3397,xian1248,chɔ⁵⁵mɔ³¹,cʰ ɔ ⁵⁵ + m - - ɔ ³¹,,cʰ - ɔ ⁵⁵ + m - - ɔ ³¹,road mo-suffix,cʰ ɔ ⁵⁵ + m ɔ ³¹,615,Xiandao,TBL,667,chɔ⁵⁵mɔ³¹,the road,611 1138,i n t + i n t
3387,long1372,xa⁵⁵mʐua³¹,x a ⁵⁵ + m ʐ u a ³¹,,x - a ⁵⁵ + m ʐ u a ³¹,,x a ⁵⁵ + m ʐ u a ³¹,615,Achang_Longchuan,TBL,667,xa⁵⁵mʐua³¹,the road,611 1138,i n t + i m M n t
5583,nucl1310,ɑ⁵³mjiʔ⁴,ɑ ⁵³ + m j i ʔ ⁴,,ɑ ⁵³ + m j i - ʔ ⁴,,ɑ ⁵³ + m j i ʔ ⁴,284,Rangoon,TBL,670,ɑ⁵³mjiʔ⁴,the root,1141 613,n t + i m n c t
7363,oldb1234,mryat,m r j a t -,,m r j a t,,m r j a t,227,Old_Burmese,,670,mryat,the root,613,? ? ? ? ?
3401,long1372,mʐuat⁵⁵,m ʐ u a t ⁵⁵,,m ʐ u a t ⁵⁵,root,m ʐ u a t ⁵⁵,227,Achang_Longchuan,TBL,670,mʐuat⁵⁵,the root,613,i m n N c t
3404,zaiw1240,a²¹pu̱n⁵¹,a ²¹ + p ṵ n ⁵¹,,a ²¹ + p ṵ n ⁵¹,a-prefix root,a ²¹ + p ṵ n ⁵¹,606,Atsi,TBL,670,a²¹pu̱n⁵¹,the root,1141 614,n t + i n c t
3406,bela1241,sak⁵⁵kji³¹,s a k ⁵⁵ + k j i ³¹,,s a k ⁵⁵ + k j i ³¹,tree foot,s a k ⁵⁵ + k j i ³¹,565,Bola,TBL,670,sak⁵⁵kji³¹,the root,1139 1140,i n c t + i m n t
3410,maru1248,pa̱n³¹,p a̰ n ³¹,,p a̰ n ³¹,,p a̰ n ³¹,440,Maru,TBL,670,pa̱n³¹,the root,614,i n c t
3412,xian1248,mɛt⁵⁵,m - - ɛ t ⁵⁵,,m - ɛ - t ⁵⁵,root,m ɛ t ⁵⁵,227,Xiandao,TBL,670,mɛt⁵⁵,the root,613,i n c t
3409,lash1242,ɑ³¹pɔ̱n³³,ɑ ³¹ + p ɔ̰ n ³³,,ɑ ³¹ + p ɔ̰ n ³³,a-prefix root,ɑ ³¹ + p ɔ̰ n ³³,606,Lashi,TBL,670,ɑ³¹pɔ̱n³³,the root,1141 614,n t + i n c t
3419,zaiw1240,tu̱i²¹,t ṵ i ²¹,,t ṵ i ²¹,rope-tie,t ṵ i ²¹,467,Atsi,TBL,1218,tu̱i²¹,the rope,616,i n N t
3421,bela1241,tu̱i³⁵,t ṵ i ³⁵,,t ṵ i ³⁵,rope,t ṵ i ³⁵,467,Bola,TBL,1218,tu̱i³⁵,the rope,616,i n N t
3425,maru1248,tɔ̱i³⁵,t ɔ̰ i ³⁵,,t ɔ̰ i ³⁵,rope-tie,t ɔ̰ i ³⁵,467,Maru,TBL,1218,tɔ̱i³⁵,the rope,616,i n N t
3427,xian1248,tui³¹,t u i ³¹,,t u i ³¹,rope-tie,t u i ³¹,467,Xiandao,TBL,1218,tui³¹,the rope,616,i n N t
5561,nucl1310,ʨo⁵⁵,tɕ - o - ⁵⁵,,tɕ - o ⁵⁵,,tɕ o ⁵⁵,676,Rangoon,TBL,1218,ʨo⁵⁵,the rope,617,i n t
7365,oldb1234,kruivḥ,k r ə w ⁵⁵,,k r ə w ⁵⁵,,k r ə w ⁵⁵,676,Old_Burmese,,1218,kruivḥ,the rope,617,i m n c t
3416,long1372,toi³¹,t o i ³¹,,t o i ³¹,rope-tie,t o i ³¹,467,Achang_Longchuan,TBL,1218,toi³¹,the rope,616,i n N t
3424,lash1242,tə̱⁵⁵,t ə̰ - ⁵⁵,,t ə̰ - ⁵⁵,rope-tie,t ə̰ ⁵⁵,467,Lashi,TBL,1218,tə̱⁵⁵,the rope,616,i n t
5653,nucl1310,shɑ⁵⁵,sʰ ɑ ⁵⁵,,sʰ ɑ ⁵⁵,,sʰ ɑ ⁵⁵,51,Rangoon,TBL,1274,shɑ⁵⁵,the salt,624,i n t
7367,oldb1234,chāḥ,tsʰ a ⁵⁵,,tsʰ a ⁵⁵,,tsʰ a ⁵⁵,51,Old_Burmese,,1274,chāḥ,the salt,624,i n t
3476,long1372,tɕhɔ³¹,tɕʰ ɔ ³¹,,tɕʰ ɔ ³¹,salt,tɕʰ ɔ ³¹,51,Achang_Longchuan,TBL,1274,tɕhɔ³¹,the salt,624,i n t
3479,zaiw1240,tsho⁵⁵,tsʰ o ⁵⁵,,tsʰ o ⁵⁵,salt,tsʰ o ⁵⁵,51,Atsi,TBL,1274,tsho⁵⁵,the salt,624,i n t
3481,bela1241,tha³⁵,tʰ a ³⁵,,tʰ a ³⁵,salt,tʰ a ³⁵,51,Bola,TBL,1274,tha³⁵,the salt,624,i n t
3484,lash1242,tsho⁵⁵,tsʰ o ⁵⁵,,tsʰ o ⁵⁵,salt,tsʰ o ⁵⁵,51,Lashi,TBL,1274,tsho⁵⁵,the salt,624,i n t
3485,maru1248,tshɔ³⁵,tsʰ ɔ ³⁵,,tsʰ ɔ ³⁵,,tsʰ ɔ ³⁵,51,Maru,TBL,1274,tshɔ³⁵,the salt,624,i n t
3487,xian1248,chɔ³¹,cʰ ɔ ³¹,,cʰ ɔ ³¹,salt,cʰ ɔ ³¹,51,Xiandao,TBL,1274,chɔ³¹,the salt,624,i n t
5506,nucl1310,tθɛ⁵⁵,tθ ɛ ⁵⁵,,tθ ɛ ⁵⁵,,tθ ɛ ⁵⁵,487,Rangoon,TBL,671,tθɛ⁵⁵,the sand,625,i n t
7369,oldb1234,sai,s aj -,,s aj,,s aj,487,Old_Burmese,,671,sai,the sand,625,i n
3491,long1372,să³¹le⁵⁵,s ă ³¹ + l e ⁵⁵,,s ă ³¹ + l e ⁵⁵,,s ă ³¹ + l e ⁵⁵,380,Achang_Longchuan,TBL,671,să³¹le⁵⁵,the sand,625 626,i n t + i n t
3494,zaiw1240,să²¹mui⁵¹,s ă ²¹ + m u i ⁵¹,,s ă ²¹ + m u i ⁵¹,sand-1 sand-2,s ă ²¹ + m u i ⁵¹,684,Atsi,TBL,671,să²¹mui⁵¹,the sand,625 627,i n t + i n N t
3496,bela1241,mɛ⁵⁵ʃa⁵⁵,m ɛ ⁵⁵ + ʃ a ⁵⁵,,m ɛ ⁵⁵ + ʃ a ⁵⁵,sand-1 sand-2,m ɛ ⁵⁵ + ʃ a ⁵⁵,523,Bola,TBL,671,mɛ⁵⁵ʃa⁵⁵,the sand,1144 625,i n t + i n t
3499,lash1242,sə̆⁵⁵mui³¹,s ə̆ ⁵⁵ + m u i ³¹,,s ə̆ ⁵⁵ + m u i ³¹,,s ə̆ ⁵⁵ + m u i ³¹,684,Lashi,TBL,671,sə̆⁵⁵mui³¹,the sand,625 627,i n t + i n N t
3500,maru1248,ma³¹ʃɔ³¹,m a ³¹ + ʃ ɔ ³¹,,m a ³¹ + ʃ ɔ ³¹,ground? sand,m a ³¹ + ʃ ɔ ³¹,523,Maru,TBL,671,ma³¹ʃɔ³¹,the sand,1144 625,i n t + i n t
3502,xian1248,sa³¹lɛ³¹,s a ³¹ + l ɛ ³¹,,s a ³¹ + l ɛ ³¹,sand-1 sand-2,s a ³¹ + l ɛ ³¹,380,Xiandao,TBL,671,sa³¹lɛ³¹,the sand,625 626,i n t + i n t
5438,nucl1310,pĩ²²lɛ²²,p ĩ ²² - - - + l ɛ - ²²,,p ĩ ²² + l ɛ ²²,,p ĩ ²² + l ɛ ²²,386,Rangoon,TBL,1474,pĩ²²lɛ²²,the sea,634 633,i n t + i n t
7371,oldb1234,paṅ◦lay,- - - p a ŋ + l a j -,,p a ŋ + l a j,sea-1 sea-2,p a ŋ + l a j,386,Old_Burmese,,1474,paṅ◦lay,the sea,634 633,i n c + i n c
3533,long1372,nam³¹tɕu³¹,n a m ³¹ + tɕ u ³¹,,n a m ³¹ + tɕ u ³¹,sky? sea?,n a m ³¹ + tɕ u ³¹,726,Achang_Longchuan,TBL,1474,nam³¹tɕu³¹,the sea,1147 1148,i n c t + i n t
3535,zaiw1240,vui⁵¹miŋ²¹,- v u i ⁵¹ + m i ŋ ²¹,,- v u i ⁵¹ + m i ŋ ²¹,water sea,v u i ⁵¹ + m i ŋ ²¹,503,Atsi,TBL,1474,vui⁵¹miŋ²¹,the sea,635 632,i n N t + i n c t
3538,lash1242,kjei⁵³məŋ³³,k j e i ⁵³ + m ə ŋ ³³,,k j e i ⁵³ + m ə ŋ ³³,river,k j e i ⁵³ + m ə ŋ ³³,503,Lashi,TBL,1474,kjei⁵³məŋ³³,the sea,635 632,i m n N t + i n c t
3582,lash1242,a³³mjou³³,a ³³ + m j o u - ³³,,a ³³ + m j o u - ³³,a-prefix seed,a ³³ + m j o u ³³,513,Lashi,TBL,714,a³³mjou³³,the seed,1154 640,n t + i m n N t
5658,nucl1310,mjo⁵⁵si⁵³,m j o - ⁵⁵ + s i - ⁵³,,m j o - - ⁵⁵ + s i - - ⁵³,,m j o ⁵⁵ + s i ⁵³,232,Rangoon,TBL,714,mjo⁵⁵si⁵³,the seed,640 1155,i m n t + i n t
7373,oldb1234,myuivḥ◦ciyʔ,m j ə w ⁵⁵ + ts i j ⁵³,,m j ə w ⁵⁵ + ts i j ⁵³,,m j ə w ⁵⁵ + ts i j ⁵³,232,Old_Burmese,,714,myuivḥ◦ciyʔ,the seed,640 1155,i m n c t + i n c t
3574,long1372,a³¹ȵau³¹,a ³¹ + nʲ - a u - ³¹,,a ³¹ + nʲ - a u - ³¹,a-prefix seed,a ³¹ + nʲ a u ³¹,513,Achang_Longchuan,TBL,714,a³¹ȵau³¹,the seed,1154 640,n t + i n N t
3577,zaiw1240,a²¹mji²¹,a ²¹ + m j i - - ²¹,,a ²¹ + m j i - - ²¹,a-prefix seed,a ²¹ + m j i ²¹,513,Atsi,TBL,714,a²¹mji²¹,the seed,1154 640,n t + i m n t
3579,bela1241,a³¹mjuŋ³¹,a ³¹ + m j u - ŋ ³¹,,a ³¹ + m j u - ŋ ³¹,a-prefix seed,a ³¹ + m j u ŋ ³¹,513,Bola,TBL,714,a³¹mjuŋ³¹,the seed,1154 640,n t + i m n c t
3583,maru1248,mjuk⁵⁵,m j u k ⁵⁵,,m j u - k ⁵⁵,,m j u k ⁵⁵,292,Maru,TBL,714,mjuk⁵⁵,the seed,640,i m n c t
3585,xian1248,a³¹ɲau⁵¹,a ³¹ + ɲ - a u - ⁵¹,,a ³¹ + ɲ - a u - ⁵¹,a-prefix noun,a ³¹ + ɲ a u ⁵¹,513,Xiandao,TBL,714,a³¹ɲau⁵¹,the seed,1154 640,n t + i n N t
6287,long1372,paʔ⁵⁵,p a ʔ ⁵⁵,,p a ʔ ⁵⁵,goat-sheep-2,p a ʔ ⁵⁵,529,Achang_Longchuan,TBL,1331,paʔ⁵⁵,the sheep,39,i n c t
6147,xian1248,paʔ³¹,p a ʔ ³¹,,p a ʔ ³¹,goat-sheep-2,p a ʔ ³¹,529,Xiandao,TBL,1331,paʔ³¹,the sheep,39,i n c t
6224,nucl1310,tθo⁵⁵,tθ o - ⁵⁵,,tθ o ⁵⁵,,tθ o ⁵⁵,358,Rangoon,TBL,1331,tθo⁵⁵,the sheep,40,i n t
6351,maru1248,tʃhat⁵⁵pɛ̱ʔ⁵⁵,tʃʰ a t ⁵⁵ + p ɛ̰ ʔ ⁵⁵,,tʃʰ a t ⁵⁵ + p ɛ̰ ʔ ⁵⁵,goat-sheep-1 goat-sheep-2,tʃʰ a t ⁵⁵ + p ɛ̰ ʔ ⁵⁵,576,Maru,TBL,1331,tʃhat⁵⁵pɛ̱ʔ⁵⁵,the sheep,41 39,i n c t + i n c t
6442,zaiw1240,sau²¹mji̱⁵⁵,s a u ²¹ + m j ḭ ⁵⁵,,s a u ²¹ + m j ḭ ⁵⁵,sheep-1 sheep-2,s a u ²¹ + m j ḭ ⁵⁵,336,Atsi,TBL,1331,sau²¹mji̱⁵⁵,the sheep,1263 1264,i n N t + i m n t
6623,lash1242,tʃhɔt⁵⁵pat³¹nu⁵⁵,tʃʰ ɔ t ⁵⁵ + p a t ³¹ + n u ⁵⁵,,tʃʰ ɔ t ⁵⁵ + p a t ³¹ + n u ⁵⁵,goat-sheep-1 goat-sheep-2 ?,tʃʰ ɔ t ⁵⁵ + p a t ³¹ + n u ⁵⁵,638,Lashi,TBL,1331,tʃhɔt⁵⁵pat³¹nu⁵⁵,the sheep,41 39 1359,i n c t + i n c t + i n t
7375,oldb1234,suivḥ,s ə w ⁵⁵,,s ə w ⁵⁵,,s ə w ⁵⁵,358,Old_Burmese,,1331,suivḥ,the sheep,40,i n c t
6127,bela1241,laʔ³¹sɛ̃⁵⁵,l a ʔ ³¹ + s ɛ̃ ∼ ⁵⁵,,l a ʔ ³¹ + s ɛ̃ ∼ ⁵⁵,hand shoulder,l a ʔ ³¹ + s ɛ̃ ∼ ⁵⁵,649,Bola,TBL,1482,laʔ³¹sɛ̃⁵⁵,the shoulder,947 26,i n c t + i n c t
6192,long1372,xuŋ³¹pau³¹,x u ŋ ³¹ + p a u ³¹,,x u ŋ ³¹ + p a u ³¹,shoulder1 shoulder2,x u ŋ ³¹ + p a u ³¹,173,Achang_Longchuan,TBL,1482,xuŋ³¹pau³¹,the shoulder,1234 948,i n c t + i n N t
6250,maru1248,lɔʔ³¹saŋ³¹,l ɔ ʔ ³¹ + s a ŋ ³¹,,l ɔ ʔ ³¹ + s a ŋ ³¹,hand shoulder?,l ɔ ʔ ³¹ + s a ŋ ³¹,649,Maru,TBL,1482,lɔʔ³¹saŋ³¹,the shoulder,947 26,i n c t + i n c t
6269,nucl1310,pɑ⁵³kʰõ⁵⁵,p ɑ ⁵³ - - + kʰ õ ∼ ⁵⁵,,p ɑ - ⁵³ + kʰ õ ⁵⁵ -,,p ɑ ⁵³ + kʰ õ ∼ ⁵⁵,253,Rangoon,TBL,1482,pɑ⁵³kʰõ⁵⁵,the shoulder,948 27,i n t + i n c t
6344,zaiw1240,koʔ²¹san⁵¹,k o ʔ ²¹ + s a n ⁵¹,,k o ʔ ²¹ + s a n ⁵¹,split? ?,k o ʔ ²¹ + s a n ⁵¹,665,Atsi,TBL,1482,koʔ²¹san⁵¹,the shoulder,1235 26,i n c t + i n c t
6436,lash1242,lɔʔ³¹sa̱n³³,l ɔ ʔ ³¹ + s a̰ n ³³,,l ɔ ʔ ³¹ + s a̰ n ³³,hand shoulder,l ɔ ʔ ³¹ + s a̰ n ³³,649,Lashi,TBL,1482,lɔʔ³¹sa̱n³³,the shoulder,947 26,i n c t + i n c t
6580,xian1248,lɔʔ³¹san⁵⁵,l ɔ ʔ ³¹ + s a n ⁵⁵,,l ɔ ʔ ³¹ + s a n ⁵⁵,hand shoulder,l ɔ ʔ ³¹ + s a n ⁵⁵,649,Xiandao,TBL,1482,lɔʔ³¹san⁵⁵,the shoulder,947 26,i n c t + i n c t
7377,oldb1234,pa◦khuṃḥ,- - - p a + kʰ u m ⁵⁵,,p a + kʰ u m ⁵⁵,,p a + kʰ u m ⁵⁵,253,Old_Burmese,,1482,pa◦khuṃḥ,the shoulder,948 27,i n + i n c t
6404,bela1241,ʃɛ̃⁵⁵ŋø̱³⁵,ʃ ɛ̃ ∼ ⁵⁵ + ŋ ø̰ - ³⁵,,ʃ ɛ̃ ∼ ⁵⁵ + ŋ ø̰ - ³⁵,knife sickle-net,ʃ ɛ̃ ∼ ⁵⁵ + ŋ ø̰ ³⁵,589,Bola,TBL,341,ʃɛ̃⁵⁵ŋø̱³⁵,the sickle,120 1010,i n c t + i n t
6271,lash1242,ʃə̱m³³ŋu̱i⁵⁵,ʃ ə̰ m ³³ + ŋ ṵ i ⁵⁵,,ʃ ə̰ m ³³ + ŋ ṵ i ⁵⁵,net-sickle,ʃ ə̰ m ³³ + ŋ ṵ i ⁵⁵,589,Lashi,TBL,341,ʃə̱m³³ŋu̱i⁵⁵,the sickle,120 1010,i n c t + i n N t
6332,xian1248,ʐɯt⁵⁵mɔ³¹,ʐ ɯ t ⁵⁵ + m ɔ - ³¹,,ʐ ɯ t ⁵⁵ + m ɔ - - ³¹,mow-cut mo-suffix,ʐ ɯ t ⁵⁵ + m ɔ ³¹,537,Xiandao,TBL,341,ʐɯt⁵⁵mɔ³¹,the sickle,1338 1011,i n c t + i n t
6470,long1372,ʐit⁵⁵mɔʔ³¹,ʐ i t ⁵⁵ + m ɔ ʔ ³¹,,ʐ i t ⁵⁵ + m ɔ ʔ - ³¹,sickle-net mo-suffix,ʐ i t ⁵⁵ + m ɔ ʔ ³¹,537,Achang_Longchuan,TBL,341,ʐit⁵⁵mɔʔ³¹,the sickle,1338 1011,i n c t + i n c t
6525,maru1248,ʃɛ̃³¹ŋø̱³⁵,ʃ ɛ̃ ∼ ³¹ + ŋ ø̰ - ³⁵,,ʃ ɛ̃ ∼ ³¹ + ŋ ø̰ - ³⁵,knife net-sickle,ʃ ɛ̃ ∼ ³¹ + ŋ ø̰ ³⁵,589,Maru,TBL,341,ʃɛ̃³¹ŋø̱³⁵,the sickle,120 1010,i n c t + i n t
6609,nucl1310,tɑ̃²²sĩ²²,t ɑ̃ ∼ ²² + s ĩ ∼ ²²,,t ɑ̃ ∼ ²² + s ĩ - ²²,,t ɑ̃ ∼ ²² + s ĩ ∼ ²²,431,Rangoon,TBL,341,tɑ̃²²sĩ²²,the sickle,1339 120,i n c t + i n c t
6630,zaiw1240,jeŋ²¹kʰoi⁵⁵,j e ŋ ²¹ + kʰ o i ⁵⁵,,j e ŋ ²¹ + kʰ o i ⁵⁵,sickle-net,j e ŋ ²¹ + kʰ o i ⁵⁵,305,Atsi,TBL,341,jeŋ²¹kʰoi⁵⁵,the sickle,1340 1339,i n c t + i n N t
6285,nucl1310,ɑ⁵³tθɑ⁵⁵ɑ⁵³je²²,ɑ ⁵³ + tθ ɑ ⁵⁵ + ɑ ⁵³ + j e ²²,,ɑ ⁵³ + tθ ɑ ⁵⁵ + ɑ ⁵³ + j e ²²,a-prefix meat a-prefix skin,ɑ ⁵³ + tθ ɑ ⁵⁵ + ɑ ⁵³ + j e ²²,343,Rangoon,TBL,763,ɑ⁵³tθɑ⁵⁵ɑ⁵³je²²,the skin,1222 452 1222 936,n t + i n t + n t + i n t
6125,bela1241,ʃă³⁵ka̱uʔ⁵⁵,ʃ ă ³⁵ + k a̰ u ʔ ⁵⁵,,ʃ ă ³⁵ + k a̰ u ʔ ⁵⁵,meat skin,ʃ ă ³⁵ + k a̰ u ʔ ⁵⁵,204,Bola,TBL,763,ʃă³⁵ka̱uʔ⁵⁵,the skin,452 937,i n t + i n N c t
6208,long1372,a³¹ʐɿ⁵⁵,a ³¹ - + ʐ ɿ - ⁵⁵,,a ³¹ + ʐ ɿ ⁵⁵,a-prefix skin,a ³¹ + ʐ ɿ ⁵⁵,3,Achang_Longchuan,TBL,763,a³¹ʐɿ⁵⁵,the skin,1222 936,n t + i n t
6263,maru1248,ʃɔ̆³⁵jam⁵⁵,ʃ ɔ̆ ³⁵ + j a m ⁵⁵,,ʃ ɔ̆ ³⁵ + j a m ⁵⁵,meat skin,ʃ ɔ̆ ³⁵ + j a m ⁵⁵,2,Maru,TBL,763,ʃɔ̆³⁵jam⁵⁵,the skin,452 1223,i n t + i n c t
6363,zaiw1240,ʃŏ²¹ku̱ʔ⁵⁵,ʃ ŏ ²¹ + k ṵ - ʔ ⁵⁵,,ʃ ŏ ²¹ + k ṵ - ʔ ⁵⁵,meat skin,ʃ ŏ ²¹ + k ṵ ʔ ⁵⁵,204,Atsi,TBL,763,ʃŏ²¹ku̱ʔ⁵⁵,the skin,452 937,i n t + i n c t
6540,lash1242,ʃŏ⁵⁵ku̱k⁵⁵,ʃ ŏ ⁵⁵ + k ṵ - k ⁵⁵,,ʃ ŏ ⁵⁵ + k ṵ - k ⁵⁵,meat skin,ʃ ŏ ⁵⁵ + k ṵ k ⁵⁵,204,Lashi,TBL,763,ʃŏ⁵⁵ku̱k⁵⁵,the skin,452 937,i n t + i n c t
6600,xian1248,a³¹ʐɿ⁵⁵,a ³¹ - + ʐ ɿ - ⁵⁵,,a ³¹ + ʐ ɿ ⁵⁵,a-prefix skin,a ³¹ + ʐ ɿ ⁵⁵,3,Xiandao,TBL,763,a³¹ʐɿ⁵⁵,the skin,1222 936,n t + i n t
7379,oldb1234,a◦riy,- - a + r i j -,,a + r i j,a-prefix skin,a + r i j,3,Old_Burmese,,763,a◦riy,the skin,1222 936,n + i n c
5608,nucl1310,mo⁵⁵,m o - ⁵⁵,,m o - - ⁵⁵,,m o ⁵⁵,335,Rangoon,TBL,1732,mo⁵⁵,the sky,1159,i n t
7381,oldb1234,muivḥ,m ə w ⁵⁵,,m ə w ⁵⁵,sky,m ə w ⁵⁵,335,Old_Burmese,,1732,muivḥ,the sky,1159,i n c t
3790,long1372,mau³¹,m a u ³¹,,m a u - ³¹,sky,m a u ³¹,335,Achang_Longchuan,TBL,1732,mau³¹,the sky,1159,i n N t
